,0,1,2,3,4,5,6,7
54,-1,0,-2,-2,-2,0,1,0
55,0,-1,0,-1,1,-1,-1,-1
56,1,-1,-2,-2,-1,-2,-4,-1
57,-2,-2,-1,-1,-2,0,-1,-2
58,0,-2,-2,-1,-2,-1,0,-1
59,0,-2,-2,-1,-2,-2,-1,0
60,-2,-2,-1,-3,-1,-2,-1,-2
61,0,-1,-2,-1,-1,-1,-1,-1
62,-1,-2,-1,0,-1,-3,-1,-1
63,-1,-2,0,-1,-2,-1,0,0
64,0,1,-1,0,-1,1,0,-1
65,0,-2,-3,-1,-2,-2,0,-1
66,-2,-1,-1,-1,-2,1,-1,0
67,-2,-1,-2,-1,-1,-1,-2,-1
68,-1,-1,-1,-2,-1,-1,-1,-2
69,-2,-2,0,-1,-1,-1,0,-1
70,1,-1,-2,-1,0,-2,-2,-1
71,-1,-3,0,0,-2,-1,-2,-1
72,-2,1,1,-1,-2,0,-1,0
73,0,-1,-2,-1,1,0,-1,-1
74,1,0,0,-1,-2,-1,1,-3
75,-3,0,-2,-1,-2,-2,0,-1
76,1,-2,0,1,-2,-2,-3,-1
77,-2,0,1,-2,-1,0,-1,-1
78,-3,-1,-1,-2,-1,-2,0,-2
79,0,0,-2,1,-2,-1,-1,-1
80,0,-1,-4,-1,0,0,-3,-1
81,-1,-2,-1,-2,0,-2,-1,-1
82,-1,-1,-1,-3,-1,-1,-1,-2
83,-1,1,-1,-2,0,0,-1,-1
84,-1,-2,0,0,-2,-1,1,2
85,0,-2,-3,0,-1,-3,-1,0
86,0,-2,-2,-2,-1,0,2,-2
87,-1,-1,-1,0,-2,-3,-1,-4
88,1,1,0,0,-1,-2,1,-1
89,-2,0,-1,-2,-1,-2,-2,-1
90,-1,-1,-1,-1,1,-2,-2,-1
91,-3,-2,-1,-2,-1,0,-1,-1
92,-2,0,-3,-4,-1,-1,0,-1
93,-1,-1,0,0,-2,-1,-2,-2
94,-1,-2,0,-2,-1,0,-1,1
95,-2,-2,-1,0,0,0,-1,-1
96,-2,-2,-1,-1,-1,-1,1,-2
97,-2,-1,-1,0,-2,-2,-2,-1
98,-1,0,-1,0,0,-1,0,2
99,1,0,-1,-3,1,-2,-1,-1
100,-1,-2,-1,0,-1,-1,-1,-1
101,-1,-2,-1,-2,-1,0,-1,-1
102,-1,-1,0,0,-1,-2,-2,-2
103,-1,-2,-2,-2,-2,0,-2,-1
104,0,-1,-2,1,-1,-1,-2,-2
105,-1,-2,0,-1,-1,-1,0,-1
106,-2,-1,-2,-1,-1,-2,-1,-1
107,-1,-2,-1,-1,-1,-2,0,-1
108,0,-2,-3,0,-2,-2,-2,0
109,1,-1,-1,0,-3,0,0,1
110,-1,0,-2,-1,0,0,-1,-2
111,0,-1,1,-1,-2,1,-2,-2
112,0,-1,0,0,-1,1,-3,-1
113,-1,-2,-1,-1,-3,-1,-1,0
114,-2,-2,-1,-1,-2,-3,-1,-2
115,-2,-2,1,0,-1,-2,-2,-1
116,-3,-1,0,-2,-2,0,-1,-2
117,-2,-2,-1,-2,-2,-1,-1,0
118,-1,-1,-2,-2,-3,-1,0,0
119,0,-1,-2,-1,-2,0,0,-2
120,0,0,-1,-2,-2,-1,0,-1
121,-1,-1,-2,-1,-1,-2,0,-1
122,0,0,-2,0,0,0,0,-1
123,0,-1,0,-2,0,-2,0,0
124,-2,-1,-1,-1,-2,-1,-2,-2
125,0,-1,0,-1,0,0,-1,0
126,0,-1,-1,-1,-1,-1,-2,0
127,0,-2,-3,-1,-2,-1,-3,1
128,0,-2,0,0,0,-2,-1,-2
129,0,-1,-1,-1,-1,-1,-1,-3
130,-1,-1,-1,-1,-3,-2,-1,-1
131,-1,-1,1,-2,-1,-2,-1,-1
132,-2,-2,-2,1,-2,0,-2,-1
133,-2,-1,-1,-2,-1,-2,-3,-2
134,1,0,0,-1,-1,0,-1,1
135,-2,0,-2,-1,-3,-2,1,-2
136,-2,1,-3,-4,0,-2,-1,-1
137,-1,-2,0,0,-2,-1,0,-1
138,-2,-2,0,-2,-2,0,-2,-3
139,0,-1,-2,0,-3,-2,-1,-1
140,-1,-2,1,-1,0,-1,-2,0
141,-1,-1,-3,0,-2,0,-2,-2
142,-2,-2,-2,0,0,-1,-1,-2
143,0,-1,-2,0,-2,-2,-2,-1
144,-2,-1,-1,-1,0,0,0,-1
145,-1,-1,1,1,0,-1,-1,-1
146,-1,-2,-1,-1,-3,1,-1,-1
147,-1,-1,0,0,-2,-1,0,-2
148,0,-3,0,-1,-2,-2,1,-1
149,-1,-1,-1,-1,-1,-1,-3,0
150,-3,-1,-1,-2,-3,-1,-2,-1
151,-1,0,-1,-2,2,1,-2,-2
152,0,-1,-1,-4,1,0,-1,-1
153,0,0,-2,-1,-1,-2,-1,0
154,-1,-1,0,-1,0,-1,-1,-1
155,0,-2,0,-1,-1,0,0,-2
156,0,-1,0,0,0,-1,-3,-1
157,-1,-2,-3,-4,0,-1,1,-2
158,-1,-2,-2,0,-1,-1,1,-1
159,-1,0,0,-1,-1,0,-1,-1
160,0,-1,-3,-1,-2,-1,-1,0
161,-2,-2,-1,-1,-2,0,-1,-1
162,-1,-1,-1,-2,-1,-2,-2,-4
163,-2,-2,-3,-1,-1,-2,-1,-1
164,-2,-3,-1,-1,-1,-3,-1,-1
165,0,1,1,0,1,0,-2,0
166,-1,0,0,0,-1,-1,0,0
167,-2,-2,2,-3,-1,-1,-1,-2
168,-3,0,-1,0,-3,0,-2,1
169,-1,0,-2,-1,-1,0,-1,-2
170,-2,-2,-2,-2,0,-1,-1,-3
171,-2,-2,-2,-1,-1,-1,1,-1
172,0,0,-2,-1,0,-1,-2,0
173,-1,-2,-1,0,0,-1,-2,0
174,1,-1,-2,-1,1,-2,-2,1
175,-1,0,-2,0,-3,-2,-2,-1
176,-1,-1,-1,-2,-2,0,0,-1
177,-2,0,-1,-1,-1,-1,-2,-1
178,0,-2,-2,0,-1,-1,-2,-1
179,1,1,-1,-2,-1,-1,-1,0
180,0,-2,1,-3,-3,-2,-1,-1
181,-2,-1,-2,-2,-2,-3,-1,-1
182,-2,-1,0,0,-1,-1,-2,-1
183,0,-1,-2,0,-1,-3,-1,-2
184,0,-2,-2,0,0,1,-1,1
185,0,-2,-2,0,-1,-1,0,0
186,0,-1,-2,-2,0,-2,0,-1
187,-2,-1,-2,0,-1,0,0,-1
188,-1,-2,-1,-2,0,-2,0,-3
189,-2,-3,-2,-3,0,0,-1,-1
190,0,-1,-2,-2,-3,-1,-2,0
191,1,-2,-1,0,-1,-1,-2,0
192,-1,0,0,-1,-2,-1,0,0
193,0,-1,-2,1,-1,-1,-1,-3
194,-2,-1,-1,0,-1,1,0,-1
195,-2,-1,1,-1,-2,-1,-1,-2
196,0,-1,-1,0,0,0,-1,-1
197,0,-2,0,-3,-1,-1,-2,1
198,0,0,0,-3,-1,-2,-1,0
199,1,-1,-2,-3,-1,-1,-1,-1
200,-2,-2,-2,0,0,-2,-1,-2
201,0,-1,-1,-1,-1,-2,-2,-3
202,0,-1,-2,-2,-1,-1,-1,-2
203,-1,-2,-1,-1,0,0,0,-1
204,-2,1,-2,0,-1,0,-1,-2
205,-1,-1,-1,-2,-1,1,1,1
206,0,-2,-1,-1,-1,-1,-1,-1
207,-2,-1,0,-2,0,-1,-2,0
208,0,-2,-1,-2,-1,0,-1,-2
209,-1,-1,-2,-1,-3,0,-1,-3
210,1,-2,0,0,-1,-1,-1,-1
211,0,-2,-2,0,-3,-2,-1,-2
212,-4,-1,-1,-2,0,-2,0,-1
213,-2,0,-1,-2,-2,-3,-2,0
214,-2,-1,0,0,-2,-1,-1,-1
215,-1,-2,-3,-1,-1,-2,-3,-1
216,-1,-1,0,0,-1,-2,-3,0
217,-1,-2,-1,-1,-1,-1,0,-1
218,-3,-2,-1,-1,1,-2,0,-2
219,0,-1,-2,-1,1,1,0,-1
220,0,-2,-2,-1,-1,-1,1,-1
221,0,0,0,-1,-1,0,-1,-1
222,1,0,-1,-1,-2,-2,0,-3
223,-2,-2,-1,-1,-1,1,-3,0
224,0,-1,-2,-3,-1,-1,-3,1
225,-1,0,-1,0,0,-2,0,-1
226,-2,-2,0,-2,-2,-1,0,1
227,0,0,1,-1,0,-2,1,0
228,-3,-2,-1,0,-4,-1,0,-2
229,-1,-1,0,-2,0,0,-1,-2
230,-2,-2,-2,-1,-1,0,-1,0
231,1,-1,-1,-1,-2,0,-2,-2
232,-1,-1,0,0,-1,-2,-1,-1
233,0,-1,-1,-1,-2,-1,-2,-1
234,-1,0,0,0,1,-1,0,-1
235,-1,-4,0,-3,-2,0,-2,-1
236,-1,0,-1,-1,0,-3,2,-1
237,2,-2,-2,-2,-1,0,-2,-1
238,-1,-2,-2,-1,-3,2,-1,0
239,-1,0,0,-2,-2,-1,-3,-2
240,0,1,0,-1,1,0,-1,-1
241,-1,-1,-3,-2,1,-2,0,-1
242,0,1,-1,-4,-1,-2,-2,-1
243,-1,-1,-1,-1,0,-2,2,0
244,-1,-1,-2,-2,-1,-1,-1,-2
245,-1,-2,0,0,-1,0,-1,-1
246,-2,2,-2,-2,1,-2,-2,-2
247,-1,0,-2,0,-1,0,1,0
248,-1,0,-2,-1,-3,-1,-3,-2
249,-2,0,-2,0,-1,-1,-1,2
250,-2,-1,-2,-1,-5,0,-2,0
251,-2,0,-3,0,0,-3,-1,0
252,-1,0,-2,0,-1,0,-2,-1
253,0,-1,-1,-3,0,-3,0,-1
254,-1,-1,-2,1,-1,1,-1,-3
255,0,0,0,-1,-1,-1,1,-1
256,-2,0,-1,-2,-1,1,-1,-1
257,1,0,-1,1,-2,-2,-2,-2
258,0,-1,-1,0,1,0,-1,0
259,-2,-3,-1,-2,-1,-1,-3,-1
260,-2,-2,0,1,-1,0,-1,-1
261,0,-1,-1,0,-2,0,-1,-1
262,-2,0,-1,0,-1,-3,0,-1
263,-2,-1,-2,0,-3,0,0,-2
264,0,-2,-1,-1,0,-1,-1,-3
265,-1,-2,-1,-1,-1,-2,-3,-1
266,0,-2,-1,-2,-3,-2,-2,-1
267,-1,-1,0,-2,-2,-1,-2,0
268,-2,-1,-2,-2,-1,-2,-2,-1
269,-2,-1,0,-1,-2,-1,0,0
270,0,-2,-2,-1,-1,-1,-1,-1
271,-1,0,-2,0,-1,-1,-1,-1
272,1,0,-1,-2,-2,0,-1,-2
273,-1,-1,-1,0,-1,-1,-1,-3
274,-2,-1,1,-1,-1,-2,-2,-3
275,-2,-1,-2,-1,-2,0,-2,-1
276,0,-1,-1,-2,-1,-2,-2,-1
277,-3,-2,-1,-2,-1,1,0,-2
278,0,-1,-1,-3,-2,-1,0,-2
279,0,-1,-2,-1,-2,-1,0,-2
280,0,0,-2,-1,-1,-2,-1,0
281,-2,0,-1,-2,-1,-1,-2,1
282,-2,-2,-2,1,-2,-2,-1,-1
283,1,0,0,0,0,-2,-1,-2
284,-1,-1,-1,-1,-1,-2,0,0
285,0,0,-3,-1,0,-1,-1,-2
286,-1,-2,-3,0,1,-2,-2,-1
287,-2,0,0,-1,-1,0,0,-1
288,-1,-1,0,1,-1,-1,0,-1
289,-1,-2,-1,-1,-1,-1,-3,-1
290,0,0,-4,-2,-3,0,1,-3
291,0,-1,0,-2,0,-2,-2,-1
292,-3,-2,-2,-3,-3,-1,-1,1
293,-2,0,-1,0,-3,-2,1,0
294,0,0,-1,-1,0,-2,-1,0
295,-1,-1,-1,0,0,0,0,-1
296,0,0,-1,-1,0,0,-1,-1
297,0,-3,0,-2,1,0,-1,-1
298,0,1,-1,-2,-3,0,2,-2
299,-1,-3,-1,-2,-2,0,-1,-2
300,0,-1,1,0,0,-2,-1,0
301,-1,-2,-3,-2,-2,0,1,-1
302,-1,-2,0,2,0,0,0,0
303,-1,0,-2,-2,-2,-2,-2,0
304,-2,-1,-4,-1,-1,-2,-1,-1
305,0,-1,0,-2,-1,-1,-1,0
306,-1,0,-1,-3,0,-2,-2,-1
307,-1,-2,-1,-1,-2,0,0,-1
308,-1,-1,-1,-3,-1,0,-2,-1
309,1,-1,-2,1,-1,-2,-1,-2
310,0,-2,-2,-1,-1,-2,-1,0
311,-1,-1,0,-1,1,-2,-2,-1
312,0,-2,1,0,-1,0,-1,-2
313,-1,0,-1,-1,-1,-1,-2,-1
314,-1,-2,-1,-2,-2,-3,-1,-1
315,-2,-1,-3,1,-3,0,1,-2
316,-3,-3,-2,0,-1,0,0,-2
317,-1,0,-2,-1,-2,0,0,-1
318,0,-1,0,-1,1,-1,-2,0
319,0,-2,-2,-1,0,0,-2,0
320,0,-2,-3,-1,0,-2,-1,-1
321,0,-2,-1,0,-2,-1,2,-2
322,-2,-1,-1,-1,-2,-1,-1,-1
323,-1,-2,-2,-2,-1,-1,-2,-2
324,-1,-1,0,-1,-1,0,0,-1
325,-1,0,1,-3,1,-2,-2,-1
326,-1,-1,-1,1,-1,0,-1,0
327,0,-2,-1,-1,0,0,-1,-2
