,0,1,2,3,4,5,6,7
142,-1,-3,-1,-2,-2,-1,-1,-2
143,-1,3,0,-1,-3,-2,-2,-2
144,-1,-2,-3,1,-2,-2,0,0
145,-2,-3,-1,-2,-2,-1,-2,0
146,-2,0,0,0,0,-1,-1,-2
147,-2,-4,-3,-3,-2,-1,-1,0
148,-1,-1,0,-3,-1,-3,-1,1
149,-2,-2,-1,-2,-1,0,-1,-5
150,-2,-2,0,-1,-3,-1,-1,-1
151,-2,-1,-1,0,-3,-1,1,-2
152,-1,1,-2,-1,-1,0,-2,0
153,2,1,-2,-3,-2,-3,-2,1
154,-2,1,0,-2,-1,-1,-3,-2
155,0,-3,1,-1,-2,0,-2,-1
156,-1,0,-2,0,-1,-2,0,-2
157,-2,-2,-1,0,-1,-1,-1,-3
158,0,-1,-2,-1,-1,-3,-2,1
159,-2,-1,-3,-2,-1,-1,-2,0
160,0,-4,0,0,0,0,-1,-2
161,-2,-6,-1,-1,-1,-2,-1,0
162,-4,-1,-3,-3,-1,1,-3,-12
163,0,-1,-2,-2,0,0,1,12
164,-1,0,0,0,-1,-1,-1,-3
165,-2,-1,0,0,0,-1,0,2
166,2,1,0,1,-1,-1,-5,-3
167,0,-3,0,-1,-3,-2,-1,-9
168,-3,-8,-1,-2,0,-2,0,0
169,-2,10,1,-1,-1,-2,0,2
170,-2,-3,0,0,-4,-4,-7,-5
171,-1,-1,0,0,1,2,-5,-2
172,-1,-1,0,-2,-1,0,9,9
173,-5,-5,-3,-2,-3,-3,-5,-22
174,0,1,-2,-1,-1,0,3,23
175,-1,0,-2,0,-1,-2,-4,-5
176,-2,0,-1,-1,0,-1,-5,-1
177,0,-3,-2,-1,0,2,1,4
178,-3,-1,-2,-2,0,-3,-4,-7
179,0,-2,-2,-2,-1,0,1,3
180,-2,-4,-3,-3,-1,-1,2,-1
181,0,-2,0,-1,-2,-2,1,0
182,0,-1,0,-1,-3,0,2,1
183,-1,-1,-1,0,1,-2,3,-1
184,-2,-3,-4,-2,-3,-2,-5,2
185,-2,-1,-2,0,-4,-3,-7,-30
186,-2,1,1,-1,2,2,-4,-16
187,-2,0,-1,-1,-2,-3,5,16
188,0,2,1,-2,-1,-1,-6,-13
189,0,-6,-4,-4,-4,-5,4,26
190,-4,-1,-1,-1,-2,-3,-18,-18
191,-1,0,-1,0,1,2,8,-11
192,-7,-2,-3,-1,-3,0,8,-12
193,4,1,0,-1,2,5,4,15
194,-2,-4,-4,-4,-7,-7,-2,7
195,-7,-2,-1,-2,3,4,-4,-24
196,-2,0,-2,-2,-4,-3,-11,25
197,2,1,0,2,4,5,3,-31
198,-2,-4,-4,-6,-6,-7,-9,2
199,4,0,-2,-2,-1,-4,-4,4
200,2,0,0,-2,3,6,11,2
201,-4,-2,-1,-2,-3,-1,-5,10
202,2,-1,0,1,1,3,19,19
203,-3,-1,0,-1,-3,-4,-12,-25
204,1,0,1,0,-1,-2,-4,11
205,0,-1,-2,-1,-2,-6,-17,6
206,2,1,0,2,4,7,17,-8
207,0,-2,-2,-3,-4,-5,-1,23
208,-3,-2,0,0,-2,-3,0,4
209,-3,-3,0,-1,-2,4,2,-9
210,4,-3,-2,1,2,-3,-13,17
211,2,2,2,-4,-8,-10,8,14
212,-5,-3,-4,-3,-6,-10,-20,-25
213,2,3,4,4,6,10,12,5
214,-4,-3,-2,-1,-1,0,0,14
215,0,-1,-3,-2,0,0,-2,3
216,4,1,0,0,-1,-4,2,12
217,-9,-3,-2,-2,-1,0,5,-8
218,3,0,0,1,1,2,11,-6
219,-1,-2,-1,-1,1,2,1,1
220,1,0,-3,0,-3,-2,-7,-5
221,-1,-1,0,-2,-2,-3,-3,4
222,-4,0,1,-1,-3,-1,-1,-9
223,-2,-2,1,-1,-2,0,-4,2
224,0,1,0,0,1,-1,-4,-11
225,0,-4,-1,-3,-4,-4,7,15
226,-2,-2,-1,-4,-5,-6,-20,-12
227,-15,0,0,1,4,4,-19,-79
228,20,5,1,3,5,14,44,47
229,-6,-2,-2,0,-2,-6,-5,10
230,1,-1,-4,-5,-3,-3,14,-6
231,0,-2,0,-1,-2,-11,-68,-15
232,-10,-6,-3,-2,-1,4,44,8
233,3,0,-3,-1,0,2,-7,-14
234,-2,-3,-1,-1,-2,-2,19,10
235,-1,-1,-3,0,-1,-1,5,10
236,-2,0,-1,1,1,-2,-15,-15
237,0,-1,-3,-3,-4,-6,-4,10
238,-2,0,0,1,-1,1,-3,-5
239,3,1,-1,1,-2,2,20,14
240,-3,0,-2,1,0,0,-12,-13
241,-2,-1,-1,2,1,-2,0,-8
242,2,1,-1,-3,0,0,-12,-3
243,0,-2,-1,-2,-1,1,19,16
244,0,-1,-5,-2,-2,-9,-17,3
245,-8,0,1,0,5,7,-5,-58
246,-1,-2,-4,-2,-2,-1,-5,9
247,7,6,6,5,5,8,16,30
248,-7,-2,-2,-2,-4,-4,-12,-9
249,4,-1,-2,-1,-5,-6,2,11
250,-3,-1,0,0,0,-2,-8,-7
251,-3,-3,-5,-2,-3,-2,5,-5
252,-1,0,1,-1,-2,-1,-15,-12
253,-1,-2,-2,-4,-3,0,3,14
254,-1,0,-2,1,-1,2,7,1
255,0,-2,-2,-1,-2,-4,-2,4
256,-2,-1,0,-1,-1,-1,-2,-9
257,-1,-2,0,-4,-2,-2,0,4
258,-1,-3,3,0,-2,-2,-5,3
259,-1,0,-7,-1,-1,0,-5,-24
260,-1,3,12,-3,-1,0,4,3
261,-1,-3,-3,0,0,-3,-1,-18
262,-1,-2,-1,0,0,-4,-13,3
263,2,0,-1,-1,-3,-2,18,24
264,-12,-4,2,2,0,-1,-13,-35
265,7,4,-1,1,-1,0,-2,10
266,-2,-2,-3,-1,-2,-4,2,-2
267,-2,-4,0,-3,-2,-1,-1,5
268,1,-2,-7,0,1,-1,-3,-1
269,-3,-5,0,-2,-2,-4,-1,10
270,1,3,3,3,2,1,2,-5
271,-3,-4,9,-4,-2,-2,-4,0
272,0,-1,-12,-4,-1,0,-4,-5
273,-2,-4,3,-1,1,-2,-3,2
274,0,-3,-4,-2,-4,-1,5,3
275,-3,-2,1,0,1,-1,-6,-8
276,3,15,-2,-1,-1,-1,1,4
277,-1,-28,10,6,1,1,1,6
278,-1,10,12,-4,-1,2,-1,-5
279,2,9,31,8,-1,-4,-1,-1
280,1,-5,-10,-8,2,2,4,4
281,-5,16,-16,-3,-4,-5,-4,-2
282,-1,-2,-3,2,2,0,0,-4
283,-1,4,-6,-6,-3,-2,-2,-4
284,3,-7,-3,11,1,1,0,6
285,2,14,8,0,0,2,0,-1
286,-7,-14,-21,-6,-2,-2,-2,-4
287,-1,-14,-2,0,-1,-2,1,0
288,0,12,-21,-5,-3,-2,-2,-2
289,0,-2,26,0,1,-2,-1,1
290,-1,-1,0,-1,-3,0,0,-3
291,-1,-1,-24,-2,1,-1,-2,0
292,-3,-13,5,-1,-2,-2,-2,-4
293,0,4,8,0,-3,-4,-5,-3
294,0,-7,-31,-5,-2,1,1,1
295,-3,3,22,-2,-1,-1,-1,-4
296,-2,4,5,-1,-3,-2,-1,-1
297,-3,1,-6,-2,-3,-2,0,2
298,-3,-24,-9,0,-1,0,-1,-3
299,2,24,-11,-2,-1,-1,1,2
300,-2,6,6,-3,-2,-2,-1,-1
301,0,2,-6,-2,1,0,1,1
302,2,11,11,1,0,0,1,-1
303,-4,-10,-3,-2,-1,0,-2,-3
304,1,-4,11,-1,-1,-1,-2,0
305,-1,-4,-14,-2,-1,-1,-2,-1
306,1,13,10,2,0,-1,0,0
307,0,-22,-10,0,-2,-2,-1,0
308,-1,13,-2,1,-1,-3,0,0
309,-1,-3,-5,-1,-1,-1,1,-1
310,0,-1,3,-2,0,-2,1,0
311,-1,7,-3,-1,-2,-1,0,0
312,-5,-19,0,-1,-2,-1,-2,-1
313,0,0,-4,-3,0,2,-1,-1
314,-1,2,6,1,1,-4,1,-2
315,-1,-6,-4,-2,-2,-1,-3,-1
316,0,-1,2,-2,-2,-2,-1,0
317,0,-7,-7,-4,-4,-1,-4,-1
318,0,1,-24,-4,-3,-2,-2,-3
319,-1,-18,18,0,-1,-2,0,-3
320,-2,-18,-7,-3,0,-1,-3,-2
321,0,2,-3,-2,-1,-2,-2,0
322,-1,-4,1,-1,-1,-1,-3,0
323,1,-1,-11,-2,-1,-1,1,-1
324,0,1,1,0,-2,-2,-1,-1
325,-1,-4,0,-1,-1,0,1,0
326,0,-1,5,-2,-1,0,0,-1
327,-2,9,-7,-2,-1,0,-1,-1
328,-1,3,4,0,-1,-1,-1,-1
329,-4,-3,-8,0,-1,-2,0,-2
330,-1,0,7,1,-2,1,-1,-2
331,0,2,-4,-3,0,1,-2,-1
332,-2,-7,-4,-3,0,0,1,-2
333,0,-2,-2,0,-1,-2,-2,0
334,-1,1,3,0,0,-1,-1,0
335,-1,-5,-3,0,-1,-1,-1,-1
336,-1,0,-1,0,-2,-1,0,-1
337,-2,2,0,-2,-2,-3,-1,0
338,-1,-2,3,-1,-2,-2,0,-1
339,-2,-1,-6,0,-4,-1,-2,2
340,-1,0,0,-1,1,-2,-2,0
341,-2,2,-1,1,-2,0,-1,-1
342,-1,-3,1,-3,-1,-2,-1,-2
343,0,0,-3,1,-1,-1,0,-1
344,-1,-5,0,-1,-1,-1,-1,0
345,-2,-4,-1,-1,-2,-1,-3,0
346,0,0,0,0,-2,-1,-1,-1
347,-1,0,-3,-2,0,-1,0,0
348,-3,-1,-1,-2,-3,1,-3,0
349,-1,-4,-4,-2,-2,-1,-2,-2
350,0,-1,1,0,1,0,0,-2
351,0,9,0,-1,-2,-1,-2,-2
352,-1,-2,-2,1,-1,0,0,0
353,-1,-1,-2,-2,-1,2,1,0
354,0,-1,-1,-1,-1,0,-1,-2
355,-2,-4,-2,-2,0,-1,0,-1
356,-1,-1,-2,-3,0,-2,-2,-1
357,0,-1,-2,0,0,-1,1,-1
358,0,-1,1,-2,-1,1,-2,0
359,-2,-1,-4,-1,-2,-3,-2,0
360,1,0,0,-3,-1,-1,-2,-1
361,-1,-1,1,-1,1,-1,-2,-2
362,-2,0,-1,-2,-1,-1,-1,-1
363,-2,-4,-3,-3,-2,-1,-1,-1
364,-2,0,-1,0,-1,0,-1,-2
365,0,0,-2,-1,0,-2,-1,-1
366,-2,0,-1,-1,-1,-2,-2,-1
367,-1,-1,-2,1,-1,-1,-1,-1
368,0,-1,0,0,-1,-2,-1,-2
369,-2,0,0,-1,1,1,-1,-1
370,-1,-2,-1,-1,-2,0,0,0
371,-2,-2,0,-1,-1,-1,-2,-1
372,-2,-2,-2,-2,-2,-2,0,-1
373,-2,0,-1,-2,-2,-1,0,-3
374,-1,-2,-1,-2,0,-1,-1,-1
375,-1,0,-1,-1,-2,-1,-1,-2
376,0,-1,-2,-2,-1,0,-1,-3
377,0,0,0,-2,-1,-1,-2,1
378,0,5,-1,-2,-3,-1,1,0
379,-1,-1,1,0,-3,-1,-3,0
380,-1,-2,-1,0,1,-1,0,-1
381,-1,-3,-1,-2,-1,-3,1,-1
382,1,-4,-2,-2,-4,-3,-2,-1
383,0,-2,-1,-1,-1,0,-2,-2
384,-1,0,0,-2,-2,-1,-2,0
385,0,-1,0,-2,-1,0,0,-2
386,-2,-1,0,-1,-1,-1,-2,-1
387,-1,-2,1,-1,0,-2,-1,-1
388,-1,-2,-1,-1,-1,-1,-1,-2
389,-1,-1,-1,-1,0,0,0,0
390,-2,-1,-1,1,0,0,-2,-1
391,-1,0,-1,-1,3,-1,-1,-1
392,-1,-2,-3,-2,-3,-3,-1,1
393,-1,-1,0,-1,-3,-1,0,-1
394,-1,0,-1,0,-1,0,-1,-1
395,-1,-2,-1,1,-2,0,0,0
396,-1,0,-1,0,0,0,-1,0
397,-3,1,-1,1,-1,-1,-3,-1
398,-2,-1,-2,-1,0,1,-1,0
399,-2,-1,0,-1,-1,-1,0,0
400,0,-2,-2,-3,-3,-1,-1,-2
401,-2,-2,-2,-3,-1,-2,-1,-1
402,-2,-1,-1,-1,-2,1,-1,-1
403,-2,-3,-1,-1,-3,-1,-1,-1
404,-2,1,-3,0,-1,-2,-1,-2
405,-2,-1,-1,-3,0,1,-1,-1
406,0,0,-1,-1,0,-2,-2,-1
407,0,0,-2,-1,0,-2,-2,-2
408,-1,-1,0,-1,1,0,-1,0
409,-1,-1,-1,0,-4,-1,-2,-1
410,-2,-2,-2,1,-1,-1,0,-1
411,-1,-1,-2,0,-1,-1,-1,0
412,0,0,-2,-1,-2,-1,-1,-1
413,-1,-1,-4,-1,0,-1,1,-2
414,-1,-2,0,-1,0,0,-2,0
415,-2,-3,-3,0,1,-2,-1,-3
416,1,-1,0,-1,-1,-1,1,-1
417,0,-1,-2,0,0,0,-2,-3
418,-1,-1,-1,-1,-1,-2,0,0
419,-2,0,-1,-2,-1,-1,-2,-1
420,-2,-2,0,0,-1,-1,-2,0
421,-1,0,0,-2,-1,-2,-1,0
